created_at;id;author_id;text;referenced_tweets;retweet_count;reply_count;like_count;quote_count;hashtags;mentions;urls;cashtags;url;verified;description;username;name;author_created_at;followers_count;following_count;tweet_count;listed_count;Influerende;Berettende;Hverken_eller;Duplikat;Har_link
May 25, 2021;1,39731E+18;339061487;@cburniske I deleted it because I felt it was a distraction and an unfair fight for you, but since you bring it up....this is what Polygon literally has on their homepage about Ethereum ?? https://t.co/oqeCI285iq;[{'type': 'replied_to', 'id': '1397309490769260546'}];3;19;32;1;[];['cburniske'];[None];[];https://t.co/4v9mZXQUbX;TRUE;Building Pomp Investments. Have invested $200M+ in early stage companies, including multiple unicorns. Write a daily letter to 195k investors: https://t.co/tpCu2xhIBx;APompliano;Pomp ??;2011-07-20T14:43:36.000Z;1160675;6158;59344;11597;1;1;0;0;1
May 25, 2021;1,39731E+18;339061487;"@cburniske Why are you dodging the topic of ethereum not being the #1 smart contract platform any more?

Doesn’t BSC have faster throughput and cheaper fees? Or we not supposed to discuss the slow tech of ethereum in comparison to faster block times? ??

https://t.co/oGvWQvrw8p";[{'type': 'replied_to', 'id': '1397305120644239360'}];7;51;96;16;[];['cburniske'];[None];[];https://t.co/4v9mZXQUbX;TRUE;Building Pomp Investments. Have invested $200M+ in early stage companies, including multiple unicorns. Write a daily letter to 195k investors: https://t.co/tpCu2xhIBx;APompliano;Pomp ??;2011-07-20T14:43:36.000Z;1160675;6158;59344;11597;1;0;0;0;1
May 25, 2021;1,3973E+18;339061487;"@cburniske Glad we agree that bitcoin is by far the most popular DeFi product today.

Also, why is Binance smart chain 2x more popular and Matic just as popular as ethereum?

You speak of Ethereum as if it is the winner, but on chain data suggests it is #2 or #3 smart contract platform ???????";[{'type': 'replied_to', 'id': '1397302519739518979'}];13;64;204;23;[];['cburniske'];[];[];https://t.co/4v9mZXQUbX;TRUE;Building Pomp Investments. Have invested $200M+ in early stage companies, including multiple unicorns. Write a daily letter to 195k investors: https://t.co/tpCu2xhIBx;APompliano;Pomp ??;2011-07-20T14:43:36.000Z;1160675;6158;59344;11597;0;1;0;0;0
May 24, 2021;1,39692E+18;9,36286E+17;This past weekend @JaimeLeverton of @Hut8Mining met with @elonmusk @michael_saylor and a small group of our peers, to establish an organization to standardize energy reporting, pursue #ESG and educate the market that sustainable mining is possible and a priority. #BTC #ETH $HUT https://t.co/mjwjxPrZBH;[{'type': 'quoted', 'id': '1396915803082080256'}];74;25;479;7;['ESG', 'BTC', 'ETH'];['JaimeLeverton', 'Hut8Mining', 'elonmusk', 'michael_saylor'];[None];[None];https://t.co/UOffYhsC83;TRUE;"(NASDAQ: HUT, TSX: HUT) Crypto Mining, Hosting & HODL| Supporting Decentralized Systems since 2018 |Highest Self-Mined #BTC in World;4724| @BTCMiningCoun |";Hut8Mining;Hut 8 Mining;2017-11-30T17:30:11.000Z;22599;264;943;224;0;1;0;0;1
May 24, 2021;1,39683E+18;9,36286E+17;Big weekend of machine installs for @Hut8Mining ! 1,014 Miners installed and hashing. $HUT #BTC #ETH https://t.co/BSsBVD8osZ;;48;23;357;2;['BTC', 'ETH'];['Hut8Mining'];[None];[None];https://t.co/UOffYhsC83;TRUE;"(NASDAQ: HUT, TSX: HUT) Crypto Mining, Hosting & HODL| Supporting Decentralized Systems since 2018 |Highest Self-Mined #BTC in World;4724| @BTCMiningCoun |";Hut8Mining;Hut 8 Mining;2017-11-30T17:30:11.000Z;22599;264;943;224;0;1;0;0;1
May 20, 2021;1,39533E+18;9,36286E+17;"Morning Fam: @Hut8Mining YouTube Chanel is now live!??We'll be posting content from the field; Interviews, and give you a deeper look at how one of the most innovative digital asset miners in the world runs its day to day operations. #BTC #ETH $HUT.
https://t.co/ryGlaRo4Kx";;24;7;179;0;['BTC', 'ETH'];['Hut8Mining'];[None];[None];https://t.co/UOffYhsC83;TRUE;"(NASDAQ: HUT, TSX: HUT) Crypto Mining, Hosting & HODL| Supporting Decentralized Systems since 2018 |Highest Self-Mined #BTC in World;4724| @BTCMiningCoun |";Hut8Mining;Hut 8 Mining;2017-11-30T17:30:11.000Z;22599;264;943;224;0;0;1;0;1
May 18, 2021;1,3947E+18;9,36286E+17;"#DYK Hut 8 is one of the only #btc &amp; #eth miners with a Head of Sustainability? We're giving you the chance to ask Ronnie anything related to #ESG and sustainable mining practices! Drop your q’s in the comments?? and tune in on May 26 at 1PM for his answers #bitcoin #ethereum https://t.co/vRBCmu5bSF";;20;12;113;2;['DYK', 'btc', 'eth', 'ESG', 'bitcoin', 'ethereum'];[];[None];[];https://t.co/UOffYhsC83;TRUE;"(NASDAQ: HUT, TSX: HUT) Crypto Mining, Hosting & HODL| Supporting Decentralized Systems since 2018 |Highest Self-Mined #BTC in World;4724| @BTCMiningCoun |";Hut8Mining;Hut 8 Mining;2017-11-30T17:30:11.000Z;22599;264;943;224;0;0;1;0;1
May 18, 2021;1,39462E+18;9,36286E+17;"In Case You Missed It?? @JaimeLeverton &amp; @bigsuey Head of Corp Dev, were on @realMeetKevin last week: Talking #ElonMusk #BTC, our move into #ETH mining and #ESG plans at @Hut8Mining.Link to the episode below????
https://t.co/22rAmyBLVD";;12;7;94;0;['ElonMusk', 'BTC', 'ETH', 'ESG'];['JaimeLeverton', 'bigsuey', 'realMeetKevin', 'Hut8Mining'];[None];[];https://t.co/UOffYhsC83;TRUE;"(NASDAQ: HUT, TSX: HUT) Crypto Mining, Hosting & HODL| Supporting Decentralized Systems since 2018 |Highest Self-Mined #BTC in World;4724| @BTCMiningCoun |";Hut8Mining;Hut 8 Mining;2017-11-30T17:30:11.000Z;22599;264;943;224;0;0;1;0;1
May 03, 2021;1,38917E+18;339061487;@woofstreetbets Yes, most people forget that I started in crypto mining ETH with GPU cards. Good memory ??;[{'type': 'replied_to', 'id': '1389036187235483649'}];1;1;41;0;[];[];[];[];https://t.co/4v9mZXQUbX;TRUE;Building Pomp Investments. Have invested $200M+ in early stage companies, including multiple unicorns. Write a daily letter to 195k investors: https://t.co/tpCu2xhIBx;APompliano;Pomp ??;2011-07-20T14:43:36.000Z;1160675;6158;59344;11597;0;1;0;0;0
May 01, 2021;1,38852E+18;9,02839E+17;To bridge #TRON and #Ethereum, @DeFi_JUST has issued #TRX on ETH just like #ETH on #TRON. @Poloniex will be the first exchange to support the swap between #TRX ERC20 and #TRX! #TRX ERC20 address is 0xE1Be5D3f34e89dE342Ee97E6e90D405884dA6c67. Uniswap: https://t.co/3ou9YFWVLY;;1334;390;3849;37;['TRON', 'Ethereum', 'TRX', 'ETH', 'TRON', 'TRX', 'TRX', 'TRX'];['DeFi_JUST', 'Poloniex'];[None];[];;TRUE;#Bitcoin ?Chinese @sunyuchentron?@Tronfoundation?@BitTorrent?1st Millennial Grad Hupan Uni by Jack Ma @alibabagroup #TRON #TRX #BitTorrent #BTT;justinsuntron;Justin Sun ????;2017-08-30T10:22:57.000Z;3107848;1856;13000;6579;0;1;0;0;1
Apr 28, 2021;1,38737E+18;9,36286E+17;"As #Ethereum hits all time highs, we remain on track for June installation &amp; delivery of our @nvidia gpus. We will start by mining #ETH with a payout in #BTC =an extra 2.5 #BTC /day given current network dynamics. FAQ coming this week. Drop any Q's you have below?????? https://t.co/GtXgZ7Ue9X";[{'type': 'quoted', 'id': '1387244881861558278'}];24;28;184;2;['Ethereum', 'ETH', 'BTC', 'BTC'];['nvidia'];[None];[];https://t.co/UOffYhsC83;TRUE;"(NASDAQ: HUT, TSX: HUT) Crypto Mining, Hosting & HODL| Supporting Decentralized Systems since 2018 |Highest Self-Mined #BTC in World;4724| @BTCMiningCoun |";Hut8Mining;Hut 8 Mining;2017-11-30T17:30:11.000Z;22599;264;943;224;1;1;0;0;1
